City,State,Latitude,Longitude
"Crown Point ",AK,60.426679,-149.35298
"Deering",AK,66.069488,-162.764572
"Delta Junction",AK,64.056698,-145.692459
"Deltana ",AK,63.78934,-145.351625
"Denali Park ",AK,63.573157,-148.674066
"Diamond Ridge ",AK,59.70236,-151.554626
"Dillingham",AK,59.060574,-158.532362
"Diomede",AK,65.753924,-168.922577
"Dot Lake ",AK,63.587191,-144.292333
"Dot Lake Village ",AK,63.662593,-144.016171
"Dry Creek ",AK,63.626638,-144.639194
"Eagle",AK,64.781271,-141.197781
"Eagle Village ",AK,64.741672,-141.117064
"Eareckson Station ",AK,52.72106,+174.107149
"Edna Bay",AK,55.967618,-133.692253
"Eek",AK,60.216279,-162.042513
"Egegik",AK,58.205148,-157.521978
"Eielson AFB ",AK,64.673393,-147.059673
"Ekwok",AK,59.34595,-157.487041
"Elfin Cove ",AK,58.087681,-136.288309
"Elim",AK,64.618373,-162.276244
"Emmonak",AK,62.775696,-164.510051
"Ester ",AK,64.879061,-148.041121
"Eureka Roadhouse ",AK,61.958507,-147.155104
"Evansville ",AK,66.932933,-151.37006
"Excursion Inlet ",AK,58.415144,-135.345462
"Fairbanks",AK,64.836531,-147.651745
"False Pass",AK,54.872441,-163.334268
"Farmers Loop ",AK,64.908222,-147.698579
"Farm Loop ",AK,61.635115,-149.155223
"Ferry ",AK,64.049644,-148.920319
"Fishhook ",AK,61.731248,-149.283642
"Flat ",AK,62.441359,-158.04055
"Fort Greely ",AK,63.96784,-145.714883
"Fort Yukon",AK,66.582533,-145.247437
"Four Mile Road ",AK,64.605595,-149.115005
"Fox ",AK,64.974859,-147.609007
"Fox River ",AK,59.892158,-151.012318
"Fritz Creek ",AK,59.765914,-151.305176
"Funny River ",AK,60.484313,-150.788735
"Gakona ",AK,62.367025,-145.313001
"Galena",AK,64.741422,-156.873394
"Gambell",AK,63.756417,-171.726816
"Game Creek ",AK,58.050105,-135.512547
"Gateway ",AK,61.566855,-149.222679
"Glacier View ",AK,61.848128,-147.772604
"Glennallen ",AK,62.147543,-145.835858
"Goldstream ",AK,64.942151,-148.02732
"Golovin",AK,64.560222,-163.007163
"Goodnews Bay",AK,59.127553,-161.564808
"Grayling",AK,62.89605,-160.112977
"Gulkana ",AK,62.215434,-145.444965
"Gustavus",AK,58.433417,-135.729251
"Haines ",AK,59.260434,-135.472169
"Halibut Cove ",AK,59.569685,-151.223807
"Happy Valley ",AK,59.898813,-151.527802
"Harding-Birch Lakes ",AK,64.381305,-146.530599
"Healy ",AK,63.959824,-148.970414
"Healy Lake ",AK,64.009692,-144.681627
"Hobart Bay ",AK,57.417759,-133.306569
"Hollis ",AK,55.515474,-132.701922
"Holy Cross",AK,62.18668,-159.852478
"Homer",AK,59.64042,-151.509053
"Hoonah",AK,58.12201,-135.431474
"Hooper Bay",AK,61.50988,-166.110674
"Hope ",AK,60.886124,-149.632991
"Houston",AK,61.615303,-149.80061
"Hughes",AK,66.045217,-154.237627
"Huslia",AK,65.696198,-156.338336
"Hydaburg",AK,55.205842,-132.820438
"Hyder ",AK,55.98153,-130.038166
"Igiugig ",AK,59.300572,-155.858411
"Iliamna ",AK,59.812801,-154.842235
"Ivanof Bay ",AK,55.919388,-159.495425
"Juneau city and",AK,58.37291,-134.178445
"Kachemak",AK,59.674536,-151.436346
"Kake",AK,56.97532,-133.903663
"Kaktovik",AK,70.121017,-143.630251
"Kalifornsky ",AK,60.453399,-151.220304
"Kaltag",AK,64.314143,-158.778761
"Karluk ",AK,57.590874,-154.36391
"Kasaan",AK,55.561147,-132.406834
"Kasigluk ",AK,60.863429,-162.538781
"Kasilof ",AK,60.319103,-151.232577
"Kenai",AK,60.56224,-151.20806
"Kenny Lake ",AK,61.621786,-144.819662
"Ketchikan",AK,55.357145,-131.674552
"Kiana",AK,66.972586,-160.434365
"King Cove",AK,55.083328,-162.317638
"King Salmon ",AK,58.72572,-156.535989
"Kipnuk ",AK,59.93749,-164.062194
"Kivalina",AK,67.735978,-164.511763
"Klawock",AK,55.556425,-133.08613
"Klukwan ",AK,59.401834,-135.882427
"Knik-Fairview ",AK,61.507645,-149.622601
"Knik River ",AK,61.461903,-149.007489
"Kobuk",AK,66.917007,-156.914456
"Kodiak",AK,57.791192,-152.419712
"Kodiak Station ",AK,57.76795,-152.595907
"Kokhanok ",AK,59.412372,-154.732735
"Koliganek ",AK,59.692774,-157.218064
"Kongiganak ",AK,59.991632,-162.846764
"Kotlik",AK,63.028565,-163.539245
"Kotzebue",AK,66.886842,-162.49173
"Koyuk",AK,64.939716,-161.121539
"Koyukuk",AK,64.901272,-157.694132
"Kupreanof",AK,56.821295,-132.972152
"Kwethluk",AK,60.793646,-161.430603
"Kwigillingok ",AK,59.877345,-163.176956
"Lake Louise ",AK,62.30162,-146.540163
"Lake Minchumina ",AK,63.789761,-152.462314
"Larsen Bay",AK,57.550894,-154.005277
"Lazy Mountain ",AK,61.658227,-148.925582
"Levelock ",AK,59.068261,-156.901005
"Lime Village ",AK,61.330449,-155.238066
"Livengood ",AK,65.481785,-148.416484
"Loring ",AK,55.606677,-131.639977
"Lowell Point ",AK,60.076063,-149.493807
"Lower Kalskag",AK,61.514721,-160.358532
"Lutak ",AK,59.412212,-135.589046
"McCarthy ",AK,61.453907,-142.864832
"McGrath",AK,62.940607,-155.566409
"Manley Hot Springs ",AK,65.018747,-150.645255
"Manokotak",AK,58.697452,-158.893734
"Marshall",AK,61.871556,-162.060872
"Meadow Lakes ",AK,61.637987,-149.609611
"Mekoryuk",AK,60.369439,-166.274062
"Mendeltna ",AK,62.145985,-146.758859
"Mentasta Lake ",AK,63.011212,-143.560695
"Mertarvik ",AK,60.81087,-164.498466
"Metlakatla ",AK,55.114608,-131.555585
"Mill Bay ",AK,57.815501,-152.367542
"Minto ",AK,65.088678,-149.592112
"Moose Creek ",AK,64.716349,-147.166627
"Moose Pass ",AK,60.505936,-149.468361
"Mosquito Lake ",AK,59.475103,-136.199106
"Mountain Village",AK,62.091994,-163.695047
"Mud Bay ",AK,59.151183,-135.356493
"Nabesna ",AK,62.496057,-143.007785
"Naknek ",AK,58.787969,-156.873126
"Nanwalek ",AK,59.31378,-151.91407
"Napakiak",AK,60.6906,-161.986032
"Napaskiak",AK,60.703217,-161.750817
"Naukati Bay ",AK,55.874121,-133.195015
"Nelchina ",AK,62.010375,-146.830239
"Nelson Lagoon ",AK,55.836649,-161.635799
"Nenana",AK,64.536054,-149.083629
"Newhalen",AK,59.736589,-154.900978
"New Stuyahok",AK,59.494288,-157.287239
"Newtok ",AK,60.938548,-164.648371
"Nightmute",AK,60.462401,-164.83464
"Nikiski ",AK,60.725015,-151.225268
"Nikolaevsk ",AK,59.829549,-151.596384
"Nikolai",AK,63.007747,-154.375082
"Nikolski ",AK,53.008035,-168.719333
"Ninilchik ",AK,60.062256,-151.401575
"Noatak ",AK,67.589149,-163.011826
"Nome",AK,64.505741,-165.415287
"Nondalton",AK,59.973949,-154.865871
"Noorvik",AK,66.828034,-161.043899
"North Lakes ",AK,61.618378,-149.310724
"North Pole",AK,64.752728,-147.362655
"Northway ",AK,63.000809,-141.54127
"Nuiqsut",AK,70.21258,-151.025076
"Nulato",AK,64.691283,-158.27535
"Nunam Iqua",AK,62.506755,-164.900801
"Nunapitchuk",AK,60.879634,-162.462223
"Old Harbor",AK,57.21858,-153.327921
"Oscarville ",AK,60.732087,-161.77692
"Ouzinkie",AK,57.924593,-152.463767
"Palmer",AK,61.597166,-149.114683
"Paxson ",AK,62.975632,-145.758281
"Pedro Bay ",AK,59.7895,-154.141274
"Pelican",AK,57.959229,-136.215066
"Perryville ",AK,55.934048,-159.155546
"Petersburg ",AK,56.756918,-132.874938
"Petersville ",AK,62.453484,-150.884124
"Pilot Point",AK,57.541137,-157.722807
"Pilot Station",AK,61.946502,-162.878289
"Pitkas Point ",AK,62.037403,-163.268128
"Platinum",AK,58.952084,-161.746807
"Pleasant Valley ",AK,64.885468,-146.89855
"Point Baker ",AK,56.348132,-133.616794
"Point Hope",AK,68.344155,-166.680386
"Point Lay ",AK,69.737127,-162.835044
"Point MacKenzie ",AK,61.3427,-150.048525
"Point Possession ",AK,60.923081,-150.688844
"Pope-Vannoy Landing ",AK,59.570808,-154.446886
"Portage Creek ",AK,58.90542,-157.669817
"Port Alexander",AK,56.237424,-134.652858
"Port Alsworth ",AK,60.157849,-154.340608
"Port Clarence ",AK,65.109372,-166.764606
"Port Graham ",AK,59.339819,-151.846501
"Port Heiden",AK,56.964901,-158.587385
"Port Lions",AK,57.867012,-152.856248
"Port Protection ",AK,56.331881,-133.60642
"Primrose ",AK,60.341624,-149.296448
"Prudhoe Bay ",AK,70.365858,-148.749804
"Quinhagak",AK,59.751279,-161.897243
"Rampart ",AK,65.404915,-149.921015
"Red Devil ",AK,61.757528,-157.358428
"Red Dog Mine ",AK,68.046903,-162.872123
"Ridgeway ",AK,60.530833,-151.052101
"Ruby",AK,64.72329,-155.50054
"Russian Mission",AK,61.78517,-161.367292
"St. George",AK,56.577293,-169.629241
"St. Mary's",AK,62.062771,-163.244241
"St. Michael",AK,63.458621,-162.133868
"St. Paul",AK,57.178261,-170.323608
"Salamatof ",AK,60.604229,-151.311311
"Salcha ",AK,64.534103,-146.88362
"Sand Point",AK,55.31347,-160.484344
"Savoonga",AK,63.679706,-170.483324
"Saxman",AK,55.323145,-131.589165
"Scammon Bay",AK,61.841792,-165.583242
"Selawik",AK,66.602596,-159.998857
"Seldovia",AK,59.43948,-151.710387
"Seldovia Village ",AK,59.46127,-151.588755
"Seward",AK,60.124786,-149.391581
"Shageluk",AK,62.676038,-159.561841
"Shaktoolik",AK,64.356255,-161.19622
"Shishmaref",AK,66.238004,-166.110882
"Shungnak",AK,66.885093,-157.174634
"Silver Springs ",AK,62.019171,-145.358049
"Sitka city and",AK,57.193204,-135.367396
"Skagway ",AK,59.464464,-135.275743
"Skwentna ",AK,61.888689,-151.199994
"Slana ",AK,62.602416,-143.451863
"Sleetmute ",AK,61.654462,-157.10249
"Soldotna",AK,60.485316,-151.069016
"South Lakes ",AK,61.587561,-149.315544
"South Naknek ",AK,58.662786,-156.984077
"South Van Horn ",AK,64.809726,-147.787779
"Stebbins",AK,63.473358,-162.259966
"Steele Creek ",AK,64.925613,-147.435058
"Sterling ",AK,60.539054,-150.812261
"Stevens Village ",AK,66.02432,-149.077801
"Stony River ",AK,61.792749,-156.590554
"Sunrise ",AK,60.869131,-149.471513
"Susitna ",AK,61.54028,-150.587941
"Susitna North ",AK,62.147592,-149.748537
"Sutton-Alpine ",AK,61.741436,-148.874181
"Takotna ",AK,62.986854,-156.043156
"Talkeetna ",AK,62.309515,-149.923928
"Tanacross ",AK,63.328691,-143.486599
"Tanaina ",AK,61.657162,-149.428191
"Tanana",AK,65.184004,-152.055102
"Tatitlek ",AK,60.893664,-146.670136
"Tazlina ",AK,62.058276,-145.463967
"Teller",AK,65.252511,-166.352331
"Tenakee Springs",AK,57.790054,-135.135446
"Tetlin ",AK,63.181757,-142.504462
"Thorne Bay",AK,55.667027,-132.535653
"Togiak",AK,59.052942,-160.396855
"Tok ",AK,63.329324,-143.037804
"Toksook Bay",AK,60.528597,-165.105638
"Tolsona ",AK,62.068937,-146.122927
"Tonsina ",AK,61.530897,-145.110871
"Trapper Creek ",AK,62.415367,-150.407844
"Tuluksak ",AK,61.104415,-160.938363
"Tuntutuliak ",AK,60.410291,-162.669391
"Tununak ",AK,60.607381,-165.126867
"Twin Hills ",AK,59.084935,-160.276645
"Two Rivers ",AK,64.890845,-147.089884
"Tyonek ",AK,61.099425,-151.338909
"Ugashik ",AK,57.646883,-156.99619
"Unalakleet",AK,63.892966,-160.795819
"Unalaska",AK,53.910231,-166.529059
"Upper Kalskag",AK,61.538699,-160.350216
"UtqiagÌ‡vik",AK,71.264377,-156.753678
"Valdez",AK,61.081318,-146.3049
"Venetie ",AK,67.020691,-146.374276
"Wainwright",AK,70.648948,-159.945903
"Wales",AK,65.613247,-168.068257
"Wasilla",AK,61.581136,-149.46079
"Whale Pass",AK,56.082115,-133.067469
"White Mountain",AK,64.682353,-163.413694
"Whitestone ",AK,64.152633,-145.905841
"Whitestone Logging Camp ",AK,58.058337,-135.409332
"Whittier",AK,60.777288,-148.663841
"Willow ",AK,61.886955,-149.620241
"Willow Creek ",AK,61.826787,-145.184607
"Wiseman ",AK,67.481477,-150.158608
"Womens Bay ",AK,57.688637,-152.677213
"Wrangell city and",AK,56.180779,-132.026788
"Yakutat ",AK,59.563588,-139.606191
"Aguila ",AZ,33.9374,-113.167329
"Ajo ",AZ,32.392279,-112.883874
"Ak Chin ",AZ,32.287326,-112.009078
"Ak-Chin Village ",AZ,33.019602,-112.080875
"Alamo Lake ",AZ,34.255851,-113.500313
"Ali Chuk ",AZ,31.816919,-112.558394
"Ali Chukson ",AZ,31.911528,-111.801625
"Ali Molina ",AZ,31.902547,-111.780387
"Alpine ",AZ,33.845524,-109.143692
"Amado ",AZ,31.697358,-111.060803
"Anegam ",AZ,32.374193,-112.034963
"Antares ",AZ,35.422991,-113.808288
"Anthem ",AZ,33.846766,-112.126999
"Apache Junction",AZ,33.382766,-111.540509
"Arivaca ",AZ,31.574938,-111.292611
"Arivaca Junction ",AZ,31.738891,-111.073596
"Arizona City ",AZ,32.750852,-111.670514
"Arizona Village ",AZ,34.854836,-114.589339
"Arlington ",AZ,33.334622,-112.77475
"Ash Fork ",AZ,35.217187,-112.4913
"Avenue B and C ",AZ,32.719042,-114.660049
"Avondale",AZ,33.313236,-112.328928
"Avra Valley ",AZ,32.419132,-111.339442
"Aztec ",AZ,32.807567,-113.442477
"Bagdad ",AZ,34.577199,-113.176818
"Bear Flat ",AZ,34.291313,-111.067426
"Beaver Dam ",AZ,36.906981,-113.936181
"Beaver Valley ",AZ,34.342889,-111.299928
"Bellemont ",AZ,35.242489,-111.813789
"Benson",AZ,31.914497,-110.328552
"Beyerville ",AZ,31.392047,-110.874917
"Bisbee",AZ,31.398036,-109.931834
"Bitter Springs ",AZ,36.612804,-111.646387
"Black Canyon City ",AZ,34.071413,-112.122411
"Blackwater ",AZ,33.039565,-111.579932
"Blue Ridge ",AZ,34.640739,-111.107383
"Bluewater ",AZ,34.170415,-114.262886
"Bouse ",AZ,33.898476,-113.996364
"Bowie ",AZ,32.32488,-109.484456
"Brenda ",AZ,33.672082,-113.937883
"Bryce ",AZ,32.925827,-109.823078
"Buckeye",AZ,33.431573,-112.641626
"Buckshot ",AZ,32.740349,-114.483064
"Bullhead City",AZ,35.127371,-114.55599
"Burnside ",AZ,35.75336,-109.624792
"Bylas ",AZ,33.127373,-110.115041
"Cactus Flats ",AZ,32.760507,-109.721273
"Cactus Forest ",AZ,32.957823,-111.316922
"Cameron ",AZ,35.853195,-111.428581
"Campo Bonito ",AZ,32.562885,-110.69843
"Camp Verde",AZ,34.569405,-111.857014
"Cane Beds ",AZ,36.934154,-112.911787
"Canyon Day ",AZ,33.778891,-110.038193
"Carefree",AZ,33.823214,-111.913271
"Carrizo ",AZ,33.979354,-110.331096
"Casa Blanca ",AZ,33.115452,-111.908087
"Casa Grande",AZ,32.906763,-111.763385
"Casas Adobes ",AZ,32.341834,-111.011593
"Catalina ",AZ,32.484779,-110.899712
"Catalina Foothills ",AZ,32.301872,-110.884843
"Cave Creek",AZ,33.836219,-111.982084
"Cedar Creek ",AZ,33.891395,-110.195691
"Centennial Park ",AZ,36.953812,-112.981282
"Central ",AZ,32.86916,-109.790772
"Central Heights-Midland City ",AZ,33.400183,-110.81519
"Chandler",AZ,33.282765,-111.851819
"Charco ",AZ,32.247321,-112.600116
"Chiawuli Tak ",AZ,31.940954,-111.776473
"Chilchinbito ",AZ,36.492003,-110.049213
"Chinle ",AZ,36.151148,-109.578682
"Chino Valley",AZ,34.73989,-112.40606
"Chloride ",AZ,35.409702,-114.197242
"Christopher Creek ",AZ,34.321005,-111.007245
"Chuichu ",AZ,32.740329,-111.78219
"Cibecue ",AZ,34.030367,-110.49196
"Cibola ",AZ,33.374084,-114.676283
"Cienega Springs ",AZ,34.19974,-114.212713
"Circle City ",AZ,33.814877,-112.580993
"Citrus Park ",AZ,33.533598,-112.446326
"Clacks Canyon ",AZ,35.220358,-114.072299
"Clarkdale",AZ,34.747979,-112.058699
"Claypool ",AZ,33.406101,-110.841873
"Clay Springs ",AZ,34.359259,-110.304334
"Clifton",AZ,33.02957,-109.284039
"Colorado City",AZ,36.97011,-112.985312
"Comobabi ",AZ,32.055397,-111.798824
"Concho ",AZ,34.473838,-109.608266
"Congress ",AZ,34.153356,-112.865555
"Coolidge",AZ,32.933616,-111.523585
"Copper Hill ",AZ,33.430941,-110.746483
"Cordes Lakes ",AZ,34.3103,-112.107334
"Cornfields ",AZ,35.651242,-109.675658
"Cornville ",AZ,34.739244,-111.90683
"Corona de Tucson ",AZ,31.948571,-110.781868
"Cottonwood ",AZ,36.072152,-109.890109
"Cottonwood",AZ,34.750834,-111.984004
"Cowlic ",AZ,31.804747,-111.987629
"Crozier ",AZ,35.422807,-113.648641
"Crystal Beach ",AZ,34.571382,-114.392634
"Cutter ",AZ,33.35838,-110.659327
"Dateland ",AZ,32.820903,-113.542177
"Deer Creek ",AZ,34.068786,-111.35185
"Del Muerto ",AZ,36.187393,-109.435935
"Dennehotso ",AZ,36.828998,-109.875694
"Desert Hills ",AZ,34.546463,-114.377956
"Dewey-Humboldt",AZ,34.517396,-112.24965
"Dilkon ",AZ,35.352879,-110.307091
"Dolan Springs ",AZ,35.590453,-114.285179
"Doney Park ",AZ,35.265638,-111.518951
"Donovan Estates ",AZ,32.709358,-114.678148
"Douglas",AZ,31.399274,-109.541292
"Dragoon ",AZ,32.021545,-110.034657
"Drexel Heights ",AZ,32.145257,-111.04809
"Dripping Springs ",AZ,33.104917,-110.754943
"Drysdale ",AZ,32.645241,-114.706769
"Dudleyville ",AZ,32.860011,-110.716494
"Duncan",AZ,32.749981,-109.0884
"Eagar",AZ,34.10678,-109.301221
"East Fork ",AZ,33.810682,-109.920953
"East Globe ",AZ,33.351132,-110.706186
"East Verde Estates ",AZ,34.298272,-111.364552
"Ehrenberg ",AZ,33.614208,-114.483007
"El Capitan ",AZ,33.238318,-110.78327
"Elephant Head ",AZ,31.766786,-110.991286
"Elfrida ",AZ,31.679238,-109.686879
"Elgin ",AZ,31.666552,-110.532704
"El Mirage",AZ,33.590224,-112.327102
"Eloy",AZ,32.741255,-111.594015
"El Prado Estates ",AZ,32.706214,-114.521481
"First Mesa ",AZ,35.831664,-110.368891
"Flagstaff",AZ,35.185212,-111.620698
"Florence",AZ,33.069367,-111.413992
"Flowing Springs ",AZ,34.309304,-111.334731
"Flowing Wells ",AZ,32.293767,-111.011055
"Forest Lakes ",AZ,34.329935,-110.810653
"Fort Apache ",AZ,33.790071,-109.988614
"Fort Defiance ",AZ,35.747502,-109.068018
"Fort Mohave ",AZ,35.000432,-114.574864
"Fort Thomas ",AZ,33.030364,-109.961258
"Fortuna Foothills ",AZ,32.661586,-114.39737
"Fort Valley ",AZ,35.322667,-111.739777
"Fountain Hills",AZ,33.607799,-111.738398
"Franklin ",AZ,32.677031,-109.072064
"Fredonia",AZ,36.961626,-112.516363
"Freedom Acres ",AZ,34.319886,-111.305152
"Gadsden ",AZ,32.556359,-114.781032
"Ganado ",AZ,35.691875,-109.555727
"Geronimo Estates ",AZ,34.369106,-111.361802
"Gila Bend",AZ,32.966242,-112.715465
"Gila Crossing ",AZ,33.273015,-112.162668
"Gilbert",AZ,33.310345,-111.743121
"Gisela ",AZ,34.101818,-111.288021
"Glendale",AZ,33.533111,-112.189901
"Globe",AZ,33.393642,-110.741106
"Gold Canyon ",AZ,33.363903,-111.42298
"Golden Shores ",AZ,34.781881,-114.477749
"Golden Valley ",AZ,35.206066,-114.232753
"Goodyear",AZ,33.254031,-112.366472
"Goodyear Village ",AZ,33.197313,-111.872344
"Grand Canyon Village ",AZ,36.059483,-112.157912
"Grand Canyon West ",AZ,36.004418,-113.804103
"Greasewood ",AZ,35.52864,-109.860867
"Greenehaven ",AZ,36.99597,-111.556564
"Green Valley ",AZ,31.840843,-111.004482
"Greer ",AZ,34.005751,-109.460586
"Guadalupe",AZ,33.366453,-111.963156
"Gu Oidak ",AZ,31.920289,-112.024057
"Hackberry ",AZ,35.340096,-113.725629
"Haigler Creek ",AZ,34.219634,-110.971427
"Haivana Nakya ",AZ,32.005154,-111.712418
"Hard Rock ",AZ,36.030238,-110.504157
"Hayden",AZ,32.99495,-110.779898
"Heber-Overgaard ",AZ,34.414141,-110.569561
"Holbrook",AZ,34.904624,-110.16721
"Hondah ",AZ,34.094297,-109.934383
"Hotevilla-Bacavi ",AZ,35.920744,-110.640714
"Houck ",AZ,35.269308,-109.22344
"Huachuca City",AZ,31.630804,-110.342193
"Hunter Creek ",AZ,34.306974,-111.016516
"Icehouse Canyon ",AZ,33.34613,-110.801154
"Indian Wells ",AZ,35.40925,-110.114438
"Jakes Corner ",AZ,34.008227,-111.320226
"Jeddito ",AZ,35.768199,-110.12782
"Jerome",AZ,34.747088,-112.107515
"Joseph City ",AZ,34.963693,-110.329039
"J-Six Ranchettes ",AZ,31.9666,-110.466357
"Kachina Village ",AZ,35.092432,-111.695974
"Kaibab ",AZ,36.879665,-112.725597
"Kaibab Estates West ",AZ,35.274799,-112.498549
"Kaibito ",AZ,36.592003,-111.107135
"Kaka ",AZ,32.512294,-112.313845
"Katherine ",AZ,35.22077,-114.561326
"Kayenta ",AZ,36.717167,-110.260458
"Keams Canyon ",AZ,35.820837,-110.203743
"Kearny",AZ,33.056392,-110.907091
"Kingman",AZ,35.216992,-114.010529
"Kino Springs ",AZ,31.364128,-110.809745
"Klagetoh ",AZ,35.499997,-109.530457
"Kleindale ",AZ,32.268112,-110.91458
"Kohatk ",AZ,32.578281,-112.003013
"Kohls Ranch ",AZ,34.321053,-111.083889
"Komatke ",AZ,33.296773,-112.162475
"Ko Vaya ",AZ,32.081502,-111.895875
"Kykotsmovi Village ",AZ,35.810245,-110.656849
"Lake Havasu City",AZ,34.499809,-114.310943
"Lake Montezuma ",AZ,34.636908,-111.800945
"Lake of the Woods ",AZ,34.152635,-109.994275
"La Paz Valley ",AZ,33.558215,-114.243451
"Lazy Y U ",AZ,35.136913,-113.968463
"LeChee ",AZ,36.860892,-111.424438
"Leupp ",AZ,35.296609,-111.003626
"Linden ",AZ,34.26958,-110.136389
"Litchfield Park",AZ,33.501761,-112.35947
"Littlefield ",AZ,36.865925,-113.935976
"Lower Santan Village ",AZ,33.142838,-111.785284
"Low Mountain ",AZ,35.948058,-110.100455
"Lukachukai ",AZ,36.411233,-109.225538
"Lupton ",AZ,35.354743,-109.052817
"McConnico ",AZ,35.163594,-114.089738
"McNary ",AZ,34.092153,-109.851376
"McNeal ",AZ,31.610078,-109.658267
"Maish Vaya ",AZ,32.170295,-112.134196
"Mammoth",AZ,32.685174,-110.72928
"Many Farms ",AZ,36.342893,-109.637623
"Marana",AZ,32.465936,-111.135405
"Maricopa",AZ,33.041942,-111.999259
"Maricopa Colony ",AZ,33.36259,-112.226809
"Martinez Lake ",AZ,32.975468,-114.468228
"Mayer ",AZ,34.423271,-112.240747
"Mead Ranch ",AZ,34.346131,-111.142799
"Meadview ",AZ,35.953156,-114.078871
"Mesa",AZ,33.399355,-111.715968
"Mesa del Caballo ",AZ,34.285904,-111.295227
"Mescal ",AZ,31.96743,-110.436582
"Mesquite Creek ",AZ,34.960658,-114.571402
"Miami",AZ,33.395065,-110.872382
"Miracle Valley ",AZ,31.382924,-110.14853
"Moccasin ",AZ,36.909836,-112.754507
"Moenkopi ",AZ,36.112484,-111.221243
"Mohave Valley ",AZ,34.902431,-114.571389
"Mojave Ranch Estates ",AZ,34.944901,-114.590643
"Morenci ",AZ,33.058354,-109.333171
"Mormon Lake ",AZ,34.91161,-111.448078
"Morristown ",AZ,33.855895,-112.612886
"Mountainaire ",AZ,35.093767,-111.645195
"Mountain View Ranches ",AZ,35.233569,-111.472767
"Munds Park ",AZ,34.937966,-111.628239
"Naco ",AZ,31.345999,-109.927089
"Nazlini ",AZ,35.911225,-109.474672
"Nelson ",AZ,32.429828,-111.26489
"New Kingman-Butler ",AZ,35.264487,-114.009073
"New River ",AZ,33.882591,-112.086107
"Nogales",AZ,31.361928,-110.93482
"Nolic ",AZ,32.034183,-111.955021
"North Fork ",AZ,34.01057,-109.959543
"Nutrioso ",AZ,33.95127,-109.206202
"Oak Creek Canyon ",AZ,34.948928,-111.750429
"Oak Springs ",AZ,35.47602,-109.13182
"Oatman ",AZ,35.027375,-114.38386
"Oljato-Monument Valley ",AZ,36.987248,-110.209641
"Oracle ",AZ,32.608424,-110.782344
"Orange Grove Mobile Manor ",AZ,32.598451,-114.660588
"Oro Valley",AZ,32.420713,-110.977
"Oxbow Estates ",AZ,34.18035,-111.343015
"Padre Ranchitos ",AZ,32.649591,-114.641584
"Page",AZ,36.941815,-111.513283
"Palominas ",AZ,31.387556,-110.115065
"Paradise Valley",AZ,33.552157,-111.96133
"Parker",AZ,34.034006,-114.228109
"Parker Strip ",AZ,34.270721,-114.129689
"Parks ",AZ,35.285249,-111.967182
"Patagonia",AZ,31.544744,-110.745463
