Geographic Area,CITY POPULATION
"Fairfield Bay,  Arkansas","2,171"
"Fargo,  Arkansas",56
"Farmington,  Arkansas","10,473"
"Fayetteville,  Arkansas","103,134"
"Felsenthal,  Arkansas",84
"Fifty-Six,  Arkansas",162
"Fisher,  Arkansas",170
"Flippin,  Arkansas","1,315"
"Fordyce,  Arkansas","3,174"
"Foreman,  Arkansas",936
"Forrest ,  Arkansas","12,340"
"Fort Smith,  Arkansas","90,507"
"Fouke,  Arkansas",801
"Fountain Hill,  Arkansas",102
"Fountain Lake,  Arkansas",472
"Fourche,  Arkansas",57
"Franklin,  Arkansas",201
"Fredonia (Biscoe),  Arkansas",294
"Friendship,  Arkansas",166
"Fulton,  Arkansas",110
"Garfield,  Arkansas",622
"Garland,  Arkansas",183
"Garner,  Arkansas",210
"Gassville,  Arkansas","2,196"
"Gateway,  Arkansas",452
"Gentry,  Arkansas","4,672"
"George,  Arkansas",83
"Gilbert,  Arkansas",20
"Gillett,  Arkansas",610
"Gillham,  Arkansas",156
"Gilmore,  Arkansas",171
"Glenwood,  Arkansas","2,032"
"Goshen,  Arkansas","2,383"
"Gosnell,  Arkansas","2,689"
"Gould,  Arkansas",626
"Grady,  Arkansas",287
"Grannis,  Arkansas",499
"Gravette,  Arkansas","3,826"
"Greenbrier,  Arkansas","6,330"
"Green Forest,  Arkansas","3,198"
"Greenland,  Arkansas","1,240"
"Greenway,  Arkansas",170
"Greenwood,  Arkansas","9,730"
"Greers Ferry,  Arkansas",847
"Griffithville,  Arkansas",161
"Grubbs,  Arkansas",302
"Guion,  Arkansas",72
"Gum Springs,  Arkansas",91
"Gurdon,  Arkansas","1,824"
"Guy,  Arkansas",771
"Hackett,  Arkansas",844
"Hamburg,  Arkansas","2,384"
"Hampton,  Arkansas","1,157"
"Hardy,  Arkansas",773
"Harrell,  Arkansas",206
"Harrisburg,  Arkansas","2,200"
"Harrison,  Arkansas","13,723"
"Hartford,  Arkansas",498
"Hartman,  Arkansas",514
"Haskell,  Arkansas","4,279"
"Hatfield,  Arkansas",349
"Havana,  Arkansas",239
"Haynes,  Arkansas",114
"Hazen,  Arkansas","1,388"
"Heber Springs,  Arkansas","7,313"
"Hector,  Arkansas",419
"Helena-West Helena,  Arkansas","8,462"
"Hermitage,  Arkansas",493
"Hickory Ridge,  Arkansas",222
"Higden,  Arkansas",118
"Higginson,  Arkansas",905
"Highfill,  Arkansas","2,793"
"Highland,  Arkansas","1,047"
"Hindsville,  Arkansas",94
"Holiday Island,  Arkansas","2,422"
"Holland,  Arkansas",595
"Holly Grove,  Arkansas",436
"Hope,  Arkansas","8,465"
"Horatio,  Arkansas",916
"Horseshoe Bend,  Arkansas","2,574"
"Horseshoe Lake,  Arkansas",253
"Hot Springs,  Arkansas","37,971"
"Houston,  Arkansas",149
"Hoxie,  Arkansas","2,589"
"Hughes,  Arkansas",977
"Humnoke,  Arkansas",211
"Humphrey,  Arkansas",441
"Hunter,  Arkansas",103
"Huntington,  Arkansas",488
"Huntsville,  Arkansas","3,426"
"Huttig,  Arkansas",430
"Imboden,  Arkansas",638
"Jacksonport,  Arkansas",155
"Jacksonville,  Arkansas","29,129"
"Jasper,  Arkansas",518
"Jennette,  Arkansas",118
"Jericho,  Arkansas",98
"Johnson,  Arkansas","3,705"
"Joiner,  Arkansas",469
"Jonesboro,  Arkansas","82,384"
"Judsonia,  Arkansas","1,900"
"Junction ,  Arkansas",480
"Keiser,  Arkansas",698
"Kensett,  Arkansas","1,407"
"Keo,  Arkansas",202
"Kibler,  Arkansas","1,027"
"Kingsland,  Arkansas",340
"Knobel,  Arkansas",145
"Knoxville,  Arkansas",664
"Lafe,  Arkansas",417
"LaGrange,  Arkansas",46
"Lake ,  Arkansas","2,727"
"Lakeview,  Arkansas",786
"Lake View,  Arkansas",290
"Lake Village,  Arkansas","1,856"
"Lamar,  Arkansas","1,769"
"Lavaca,  Arkansas","2,528"
"Leachville,  Arkansas","1,898"
"Lead Hill,  Arkansas",281
"Leola,  Arkansas",465
"Lepanto,  Arkansas","1,638"
"Leslie,  Arkansas",371
"Letona,  Arkansas",235
"Lewisville,  Arkansas",867
"Lexa,  Arkansas",180
"Lincoln,  Arkansas","2,371"
"Little Flock,  Arkansas","3,040"
"Little Rock,  Arkansas","204,774"
"Lockesburg,  Arkansas",595
"London,  Arkansas","1,041"
"Lonoke,  Arkansas","4,287"
"Lonsdale,  Arkansas",111
"Louann,  Arkansas",148
"Lowell,  Arkansas","11,568"
"Luxora,  Arkansas",865
"Lynn,  Arkansas",252
"McCaskill,  Arkansas",54
"McCrory,  Arkansas","1,460"
"McDougal,  Arkansas",127
"McGehee,  Arkansas","3,504"
"McNab,  Arkansas",30
"McNeil,  Arkansas",364
"McRae,  Arkansas",618
"Madison,  Arkansas",717
"Magazine,  Arkansas",754
"Magness,  Arkansas",225
"Magnolia,  Arkansas","10,759"
"Malvern,  Arkansas","11,082"
"Mammoth Spring,  Arkansas",948
"Manila,  Arkansas","3,736"
"Mansfield,  Arkansas","1,063"
"Marianna,  Arkansas","3,258"
"Marie,  Arkansas",97
"Marion,  Arkansas","13,524"
"Marked Tree,  Arkansas","2,191"
"Marmaduke,  Arkansas","1,244"
"Marshall,  Arkansas","1,320"
"Marvell,  Arkansas",735
"Maumelle,  Arkansas","19,541"
"Mayflower,  Arkansas","2,354"
"Maynard,  Arkansas",377
"Melbourne,  Arkansas","1,879"
"Mena,  Arkansas","5,594"
"Menifee,  Arkansas",313
"Midland,  Arkansas",225
"Midway,  Arkansas",372
"Mineral Springs,  Arkansas","1,045"
"Minturn,  Arkansas",84
"Mitchellville,  Arkansas",259
"Monette,  Arkansas","1,558"
"Monticello,  Arkansas","8,185"
"Montrose,  Arkansas",229
"Moorefield,  Arkansas",125
"Moro,  Arkansas",166
"Morrilton,  Arkansas","7,185"
"Morrison Bluff,  Arkansas",83
"Mountainburg,  Arkansas",531
"Mountain Home,  Arkansas","13,348"
"Mountain Pine,  Arkansas",587
"Mountain View,  Arkansas","2,950"
"Mount Ida,  Arkansas","1,020"
"Mount Pleasant,  Arkansas",369
"Mount Vernon,  Arkansas",147
"Mulberry,  Arkansas","1,624"
"Murfreesboro,  Arkansas","1,458"
"Nashville,  Arkansas","3,984"
"Newark,  Arkansas","1,177"
"Newport,  Arkansas","8,049"
"Nimmons,  Arkansas",65
"Norfork,  Arkansas",480
"Norman,  Arkansas",305
"Norphlet,  Arkansas",719
"North Little Rock,  Arkansas","64,498"
"Oak Grove,  Arkansas",393
"Oak Grove Heights,  Arkansas","1,163"
"Oakhaven,  Arkansas",63
"Oden,  Arkansas",183
"Ogden,  Arkansas",123
"Oil Trough,  Arkansas",221
"O'Kean,  Arkansas",196
"Okolona,  Arkansas",100
"Ola,  Arkansas",927
"Omaha,  Arkansas",131
"Oppelo,  Arkansas",763
"Osceola,  Arkansas","6,496"
"Oxford,  Arkansas",604
"Ozan,  Arkansas",46
"Ozark,  Arkansas","3,601"
"Palestine,  Arkansas",473
"Pangburn,  Arkansas",498
"Paragould,  Arkansas","30,680"
"Paris,  Arkansas","3,306"
"Parkdale,  Arkansas",165
"Parkin,  Arkansas",771
"Patmos,  Arkansas",53
"Patterson,  Arkansas",285
"Peach Orchard,  Arkansas",103
"Pea Ridge,  Arkansas","10,190"
"Perla,  Arkansas",252
"Perry,  Arkansas",267
"Perry,  Arkansas",222
"Perryville,  Arkansas","1,406"
"Piggott,  Arkansas","3,521"
"Pindall,  Arkansas",101
"Pine Bluff,  Arkansas","38,785"
"Pineville,  Arkansas",163
"Plainview,  Arkansas",461
"Pleasant Plains,  Arkansas",347
"Plumerville,  Arkansas",749
"Pocahontas,  Arkansas","7,703"
"Pollard,  Arkansas",185
"Portia,  Arkansas",473
"Portland,  Arkansas",304
"Pottsville,  Arkansas","3,301"
"Powhatan,  Arkansas",102
"Poyen,  Arkansas",269
"Prairie Grove,  Arkansas","8,589"
"Prattsville,  Arkansas",299
"Prescott,  Arkansas","2,970"
"Pyatt,  Arkansas",190
"Quitman,  Arkansas",701
"Ratcliff,  Arkansas",166
"Ravenden,  Arkansas",421
"Ravenden Springs,  Arkansas",122
"Rector,  Arkansas","1,791"
"Redfield,  Arkansas","1,497"
"Reed,  Arkansas",115
"Reyno,  Arkansas",393
"Rison,  Arkansas",937
"Rockport,  Arkansas",710
"Roe,  Arkansas",68
"Rogers,  Arkansas","75,639"
"Rondo,  Arkansas",151
"Rose Bud,  Arkansas",498
"Rosston,  Arkansas",265
"Rudy,  Arkansas",130
"Russell,  Arkansas",185
"Russellville,  Arkansas","29,442"
"St. Charles,  Arkansas",191
"St. Francis,  Arkansas",209
"St. Joe,  Arkansas",130
"St. Paul,  Arkansas",124
"Salem,  Arkansas","1,626"
"Salesville,  Arkansas",516
"Scranton,  Arkansas",260
"Searcy,  Arkansas","23,997"
"Sedgwick,  Arkansas",157
"Shannon Hills,  Arkansas","4,740"
"Sheridan,  Arkansas","5,315"
"Sherrill,  Arkansas",51
"Sherwood,  Arkansas","33,281"
"Shirley,  Arkansas",246
"Sidney,  Arkansas",203
"Siloam Springs,  Arkansas","20,075"
"Smackover,  Arkansas","1,573"
"Smithville,  Arkansas",83
"South Lead Hill,  Arkansas",86
"Southside,  Arkansas","4,248"
"Sparkman,  Arkansas",333
"Springdale,  Arkansas","89,368"
"Spring,  Arkansas",89
"Stamps,  Arkansas","1,201"
"Star ,  Arkansas","2,067"
"Stephens,  Arkansas",741
"Strawberry,  Arkansas",261
"Strong,  Arkansas",398
"Stuttgart,  Arkansas","7,638"
"Subiaco,  Arkansas",404
"Success,  Arkansas",95
"Sulphur Rock,  Arkansas",650
"Sulphur Springs,  Arkansas",475
"Summit,  Arkansas",533
"Sunset,  Arkansas",165
"Swifton,  Arkansas",709
"Taylor,  Arkansas",556
"Texarkana,  Arkansas","28,897"
"Thornton,  Arkansas",331
"Tillar,  Arkansas",158
"Tinsman,  Arkansas",52
"Tollette,  Arkansas",183
"Tonti,  Arkansas","7,941"
"Traskwood,  Arkansas",520
"Trumann,  Arkansas","7,425"
"Tuckerman,  Arkansas","1,664"
"Tull,  Arkansas",496
"Tupelo,  Arkansas",70
"Turrell,  Arkansas",492
"Twin Groves,  Arkansas",321
"Tyronza,  Arkansas",675
"Ulm,  Arkansas",178
"Valley Springs,  Arkansas",182
"Van Buren,  Arkansas","24,396"
"Vandervoort,  Arkansas",113
"Victoria,  Arkansas",18
"Vilonia,  Arkansas","4,672"
"Viola,  Arkansas",372
"Wabbaseka,  Arkansas",172
"Waldenburg,  Arkansas",50
"Waldo,  Arkansas","1,107"
"Waldron,  Arkansas","3,337"
"Walnut Ridge,  Arkansas","5,508"
"Ward,  Arkansas","7,022"
"Warren,  Arkansas","5,196"
"Washington,  Arkansas",90
"Watson,  Arkansas",165
"Weiner,  Arkansas",614
"Weldon,  Arkansas",58
"Western Grove,  Arkansas",347
"West Fork,  Arkansas","2,356"
"West Memphis,  Arkansas","23,538"
"West Point,  Arkansas",172
"Wheatley,  Arkansas",262
"Whelen Springs,  Arkansas",44
"White Hall,  Arkansas","5,499"
"Wickes,  Arkansas",655
"Widener,  Arkansas",200
"Wiederkehr Village,  Arkansas",49
"Williford,  Arkansas",82
"Willisville,  Arkansas",145
"Wilmar,  Arkansas",392
"Wilmot,  Arkansas",392
"Wilson,  Arkansas",704
"Wilton,  Arkansas",283
"Winchester,  Arkansas",133
"Winslow,  Arkansas",364
"Winthrop,  Arkansas",114
"Wooster,  Arkansas","1,101"
"Wrightsville,  Arkansas","1,618"
"Wynne,  Arkansas","7,905"
"Yellville,  Arkansas","1,169"
"Zinc,  Arkansas",90
"Adelanto,  California","37,941"
"Agoura Hills,  California","19,429"
"Alameda,  California","78,795"
"Albany,  California","19,439"
"Alhambra,  California","80,279"
"Aliso Viejo,  California","50,457"
"Alturas,  California","2,652"
"Amador ,  California",205
"American Canyon,  California","21,742"
"Anaheim,  California","344,561"
"Anderson,  California","11,171"
"Angels,  California","3,728"
"Antioch,  California","118,453"
"Apple Valley,  California","75,029"
"Arcadia,  California","54,472"
"Arcata,  California","18,748"
"Arroyo Grande,  California","18,249"
"Artesia,  California","15,662"
"Arvin,  California","19,661"
"Atascadero,  California","29,743"
"Atherton,  California","7,022"
"Atwater,  California","32,248"
"Auburn,  California","13,780"
"Avalon,  California","3,267"
"Avenal,  California","14,108"
"Azusa,  California","48,383"
"Bakersfield,  California","417,468"
"Baldwin Park,  California","69,247"
"Banning,  California","31,929"
"Barstow,  California","24,897"
"Beaumont,  California","59,502"
"Bell,  California","31,930"
"Bellflower,  California","75,716"
"Bell Gardens,  California","37,565"
"Belmont,  California","27,132"
"Belvedere,  California","2,080"
"Benicia,  California","26,477"
"Berkeley,  California","121,749"
"Beverly Hills,  California","31,027"
"Big Bear Lake,  California","5,044"
"Biggs,  California","1,941"
"Bishop,  California","3,746"
"Blue Lake,  California","1,159"
"Blythe,  California","17,320"
"Bradbury,  California",883
"Brawley,  California","28,188"
"Brea,  California","47,844"
"Brentwood,  California","66,286"
"Brisbane,  California","4,667"
"Buellton,  California","5,023"
"Buena Park,  California","82,611"
"Burbank,  California","103,533"
"Burlingame,  California","30,885"
"Calabasas,  California","22,256"
"Calexico,  California","38,744"
"California ,  California","13,174"
"Calimesa,  California","11,150"
"Calipatria,  California","6,522"
"Calistoga,  California","5,022"
"Camarillo,  California","69,881"
"Campbell,  California","42,895"
"Canyon Lake,  California","11,161"
"Capitola,  California","9,503"
"Carlsbad,  California","113,575"
"Carmel-by-the-Sea,  California","3,124"
"Carpinteria,  California","12,876"
"Carson,  California","91,358"
"Cathedral ,  California","52,517"
"Ceres,  California","49,253"
"Cerritos,  California","46,851"
"Chico,  California","102,911"
"Chino,  California","94,010"
"Chino Hills,  California","77,418"
"Chowchilla,  California","19,191"
"Chula Vista,  California","278,546"
"Citrus Heights,  California","86,909"
"Claremont,  California","36,139"
"Clayton,  California","10,933"
"Clearlake,  California","16,636"
"Cloverdale,  California","8,784"
"Clovis,  California","127,993"
"Coachella,  California","45,165"
"Coalinga,  California","16,722"
"Colfax,  California","2,058"
"Colma,  California","1,428"
"Colton,  California","53,528"
"Colusa,  California","6,589"
"Commerce,  California","11,882"
"Compton,  California","91,129"
"Concord,  California","124,016"
"Corcoran,  California","22,627"
"Corning,  California","8,131"
"Corona,  California","161,540"
"Coronado,  California","18,031"
"Corte Madera,  California","10,006"
"Costa Mesa,  California","109,131"
"Cotati,  California","7,403"
"Covina,  California","49,245"
"Crescent ,  California","6,209"
"Cudahy,  California","21,694"
"Culver ,  California","39,883"
"Cupertino,  California","58,710"
"Cypress,  California","49,286"
"Daly ,  California","101,418"
"Dana Point,  California","32,585"
"Danville,  California","43,410"
"Davis,  California","67,125"
"Delano,  California","53,198"
"Del Mar,  California","3,902"
"Del Rey Oaks,  California","1,553"
"Desert Hot Springs,  California","33,917"
"Diamond Bar,  California","52,292"
"Dinuba,  California","25,833"
"Dixon,  California","20,296"
"Dorris,  California",817
"Dos Palos,  California","5,759"
"Downey,  California","109,368"
"Duarte,  California","23,493"
"Dublin,  California","70,544"
"Dunsmuir,  California","1,618"
"East Palo Alto,  California","29,296"
"Eastvale,  California","70,751"
"El Cajon,  California","103,291"
"El Centro,  California","44,230"
"El Cerrito,  California","26,409"
"Elk Grove,  California","182,797"
"El Monte,  California","104,639"
"El Paso de Robles (Paso Robles),  California","31,568"
"El Segundo,  California","16,544"
"Emeryville,  California","13,912"
"Encinitas,  California","61,137"
"Escalon,  California","7,453"
"Escondido,  California","148,847"
"Etna,  California",643
"Eureka,  California","25,412"
"Exeter,  California","10,186"
"Fairfax,  California","7,476"
"Fairfield,  California","122,646"
"Farmersville,  California","10,501"
"Ferndale,  California","1,361"
"Fillmore,  California","17,216"
"Firebaugh,  California","8,424"
"Folsom,  California","88,091"
"Fontana,  California","218,455"
"Fort Bragg,  California","7,117"
"Fort Jones,  California",669
"Fortuna,  California","12,114"
"Foster ,  California","32,657"
"Fountain Valley,  California","56,036"
"Fowler,  California","7,470"
"Fremont,  California","228,192"
"Fresno,  California","550,105"
"Fullerton,  California","140,054"
"Galt,  California","26,589"
"Gardena,  California","58,921"
"Garden Grove,  California","172,361"
"Gilroy,  California","60,390"
"Glendale,  California","187,823"
"Glendora,  California","50,101"
"Goleta,  California","32,611"
"Gonzales,  California","8,431"
"Grand Terrace,  California","12,979"
"Grass Valley,  California","14,085"
"Greenfield,  California","21,042"
"Gridley,  California","7,355"
"Grover Beach,  California","12,534"
"Guadalupe,  California","8,735"
"Gustine,  California","6,138"
"Half Moon Bay,  California","11,324"
"Hanford,  California","60,594"
"Hawaiian Gardens,  California","13,457"
"Hawthorne,  California","83,633"
"Hayward,  California","158,440"
"Healdsburg,  California","11,231"
"Hemet,  California","92,912"
"Hercules,  California","26,499"
"Hermosa Beach,  California","18,687"
"Hesperia,  California","101,836"
"Hidden Hills,  California","1,689"
"Highland,  California","56,499"
"Hillsborough,  California","11,171"
"Hollister,  California","45,033"
"Holtville,  California","5,612"
"Hughson,  California","7,903"
"Huntington Beach,  California","193,151"
"Huntington Park,  California","52,166"
"Huron,  California","6,737"
"Imperial,  California","22,102"
"Imperial Beach,  California","25,568"
"Indian Wells,  California","4,989"
"Indio,  California","94,275"
"Industry,  California",256
"Inglewood,  California","102,774"
"Ione,  California","9,411"
"Irvine,  California","318,683"
"Irwindale,  California","1,459"
"Isleton,  California",781
"Jackson,  California","5,079"
"Jurupa Valley,  California","108,154"
"Kerman,  California","17,497"
"King ,  California","13,920"
"Kingsburg,  California","13,128"
"La Cañada Flintridge,  California","19,621"
"Lafayette,  California","25,371"
"Laguna Beach,  California","22,564"
"Laguna Hills,  California","30,378"
"Laguna Niguel,  California","64,185"
"Laguna Woods,  California","17,058"
"La Habra,  California","61,391"
"La Habra Heights,  California","5,382"
"Lake Elsinore,  California","73,595"
"Lake Forest,  California","87,159"
"Lakeport,  California","5,104"
"Lakewood,  California","78,494"
"La Mesa,  California","60,767"
"La Mirada,  California","46,367"
"Lancaster,  California","167,426"
"La Palma,  California","15,092"
"La Puente,  California","36,670"
"La Quinta,  California","39,907"
"Larkspur,  California","12,807"
"Lathrop,  California","40,860"
"La Verne,  California","30,192"
"Lawndale,  California","30,160"
"Lemon Grove,  California","27,867"
"Lemoore,  California","27,057"
"Lincoln,  California","56,268"
"Lindsay,  California","12,706"
"Live Oak,  California","9,503"
"Livermore,  California","84,867"
"Livingston,  California","14,767"
"Lodi,  California","68,642"
"Loma Linda,  California","25,197"
"Lomita,  California","19,841"
"Lompoc,  California","43,594"
"Long Beach,  California","450,901"
"Loomis,  California","6,939"
"Los Alamitos,  California","11,846"
"Los Altos,  California","30,864"
"Los Altos Hills,  California","8,435"
"Los Angeles,  California","3,878,704"
"Los Banos,  California","48,684"
"Los Gatos,  California","32,952"
"Loyalton,  California",712
"Lynwood,  California","63,596"
"McFarland,  California","14,365"
"Madera,  California","69,094"
"Malibu,  California","10,298"
"Mammoth Lakes,  California","7,124"
"Manhattan Beach,  California","33,453"
"Manteca,  California","94,292"
"Maricopa,  California","1,012"
"Marina,  California","23,047"
"Martinez,  California","37,006"
"Marysville,  California","12,714"
"Maywood,  California","23,838"
"Mendota,  California","12,623"
"Menifee,  California","117,041"
"Menlo Park,  California","33,040"
"Merced,  California","96,073"
"Millbrae,  California","23,321"
"Mill Valley,  California","13,904"
"Milpitas,  California","79,746"
"Mission Viejo,  California","91,601"
"Modesto,  California","220,592"
"Monrovia,  California","37,787"
"Montague,  California","1,170"
"Montclair,  California","37,650"
"Montebello,  California","60,617"
"Monterey,  California","29,015"
"Monterey Park,  California","57,996"
"Monte Sereno,  California","3,563"
"Moorpark,  California","35,621"
"Moraga,  California","16,698"
"Moreno Valley,  California","213,919"
"Morgan Hill,  California","45,952"
"Morro Bay,  California","10,591"
"Mountain View,  California","87,316"
"Mount Shasta,  California","3,124"
"Murrieta,  California","112,539"
"Napa,  California","76,921"
"National ,  California","58,460"
"Needles,  California","4,839"
"Nevada ,  California","3,195"
"Newark,  California","46,254"
"Newman,  California","12,292"
"Newport Beach,  California","82,970"
"Norco,  California","25,400"
"Norwalk,  California","98,230"
"Novato,  California","52,311"
"Oakdale,  California","23,209"
"Oakland,  California","443,554"
"Oakley,  California","47,158"
"Oceanside,  California","170,941"
"Ojai,  California","7,563"
"Ontario,  California","185,285"
"Orange,  California","137,941"
"Orange Cove,  California","9,708"
"Orinda,  California","19,573"
"Orland,  California","8,605"
"Oroville,  California","19,712"
"Oxnard,  California","200,616"
"Pacifica,  California","37,056"
"Pacific Grove,  California","14,851"
"Palmdale,  California","162,536"
"Palm Desert,  California","53,147"
"Palm Springs,  California","45,453"
"Palo Alto,  California","67,658"
"Palos Verdes Estates,  California","12,668"
"Paradise,  California","9,114"
"Paramount,  California","51,169"
"Parlier,  California","14,429"
"Pasadena,  California","137,195"
"Patterson,  California","25,495"
"Perris,  California","83,032"
"Petaluma,  California","59,393"
"Pico Rivera,  California","59,363"
"Piedmont,  California","10,816"
"Pinole,  California","18,663"
"Pismo Beach,  California","7,984"
"Pittsburg,  California","77,131"
"Placentia,  California","53,395"
"Placerville,  California","10,695"
"Pleasant Hill,  California","34,169"
"Pleasanton,  California","75,664"
"Plymouth,  California","1,137"
"Point Arena,  California",449
"Pomona,  California","147,966"
"Porterville,  California","63,517"
"Port Hueneme,  California","21,325"
"Portola,  California","2,086"
"Portola Valley,  California","4,282"
"Poway,  California","49,435"
"Rancho Cordova,  California","84,113"
"Rancho Cucamonga,  California","176,675"
"Rancho Mirage,  California","18,001"
"Rancho Palos Verdes,  California","40,064"
"Rancho Santa Margarita,  California","46,353"
"Red Bluff,  California","14,286"
"Redding,  California","93,502"
"Redlands,  California","74,279"
"Redondo Beach,  California","68,075"
"Redwood ,  California","82,982"
"Reedley,  California","26,138"
"Rialto,  California","104,918"
"Richmond,  California","115,353"
"Ridgecrest,  California","28,373"
"Rio Dell,  California","3,259"
"Rio Vista,  California","10,248"
"Ripon,  California","16,252"
"Riverbank,  California","25,625"
"Riverside,  California","323,757"
"Rocklin,  California","75,129"
"Rohnert Park,  California","44,894"
"Rolling Hills,  California","1,645"
"Rolling Hills Estates,  California","8,007"
"Rosemead,  California","49,582"
